,timestamp,packge_ratio_package,bpf_cpu_time_us,cache_miss,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,cpu_cycles,cpu_instructions,kubelet_cpu_usage,kubelet_memory_bytes,package_power,core_power,uncore_power,dram_power,node_type,id
28,1695115747,1.0,519.3333333333334,460708.3333333334,0.0,0.0,0.0,0.0,329998973.0,305784097.6666666,0.3333333333333333,236202.66666666666,0.5683333352208138,0.0,0.0,0.0,1.0,all containers
29,1695115750,1.0,514.3333333333334,430622.0,0.0,0.0,0.0,0.0,247654222.0,290698291.0,0.0,10922.666666666666,0.7153333338598458,0.0,0.0,0.012333334734044854,1.0,all containers
30,1695115753,1.0,568.6666666666667,807825.3333333334,399728.3333333333,980309.3333333333,49729.333333333336,349999.0,582947119.3333334,396993113.3333334,0.3333333333333333,83285.33333333333,3.2253333342572077,0.0,0.0,2.535999999692045,1.0,all containers
31,1695115756,1.0,2336.666666666667,548977.3333333334,0.0,589824.0,0.0,0.0,21426069324.0,11116971478.0,2.0,2075306.6666666667,46.74033333485325,0.0,0.0,11.152666668097183,1.0,all containers
32,1695115759,1.0,2453.666666666667,314549.6666666666,0.0,0.0,0.0,0.0,21872147713.666668,11105983433.0,2.3333333333333335,2127189.3333333335,47.293666668236256,0.0,0.0,10.221666666368648,1.0,all containers
33,1695115762,1.0,2396.3333333333335,281500.0,0.0,0.0,0.0,0.0,21719372371.333336,11122286307.0,2.0,288085.3333333334,48.526666667312384,0.0,0.0,10.973666666696474,1.0,all containers
34,1695115765,1.0,2439.666666666667,478080.3333333334,0.0,0.0,0.0,0.0,22314142677.0,11201510346.333332,2.333333333333333,0.0,47.79800000041723,0.0,0.0,10.397666666656733,1.0,all containers
35,1695115768,1.0,2433.3333333333335,352136.6666666666,0.0,0.0,0.0,0.0,22128431119.666668,11512983208.666666,0.3333333333333333,0.0,49.157333334287,0.0,0.0,11.093666667739555,1.0,all containers
36,1695115771,1.0,2484.0,367428.6666666666,0.0,0.0,0.0,0.0,23858786370.666668,11810687156.333332,0.0,102400.0,48.10066666826606,0.0,0.0,10.25700000052651,1.0,all containers
37,1695115774,1.0,2448.6666666666665,404238.3333333334,24164.0,0.0,9667.0,14504.0,23838385428.333336,11704760499.666666,0.3333333333333333,133802.66666666666,48.86200000097354,0.0,0.0,11.003666667888567,1.0,all containers
38,1695115777,1.0,2424.3333333333335,473446.0,0.0,0.0,0.0,0.0,23053105619.333332,11441193370.0,0.3333333333333333,225280.0,48.50466666743159,0.0,0.0,10.772666666656733,1.0,all containers
39,1695115780,1.0,2476.0,508014.3333333333,0.0,0.0,0.0,0.0,22628464991.333332,10914393216.333334,0.0,203434.66666666666,48.88533333440621,0.0,0.0,10.839666665842138,1.0,all containers
40,1695115783,1.0,2448.6666666666665,352760.6666666666,0.0,0.0,0.0,0.0,22457359417.666664,11240958080.0,12.0,187050.66666666666,48.54866666843493,0.0,0.0,10.619000001500055,1.0,all containers
41,1695115786,1.0,679.0,649610.0,286062.0,0.0,71820.0,214242.0,2176136842.0,1647598859.3333335,0.0,15018.666666666668,4.470666666825615,0.0,0.0,1.7573333332936016,1.0,all containers
42,1695115789,1.0,642.0,850608.0,0.0,0.0,0.0,0.0,504024786.3333333,522018499.3333333,0.3333333333333333,258048.0,1.6843333343664781,0.0,0.0,1.5816666670143604,1.0,all containers
43,1695115792,1.0,518.0,339486.3333333334,0.0,0.0,0.0,0.0,330233904.0,301100894.6666667,0.0,9557.333333333332,0.4400000013411045,0.0,0.0,0.0,1.0,all containers
44,1695115795,1.0,489.0,254133.0,0.0,0.0,0.0,0.0,363637223.6666666,242832212.0,0.0,727722.6666666667,0.14633333310484886,0.0,0.0,1.2417658012964239e-09,1.0,all containers
45,1695115798,1.0,576.6666666666666,846723.0,386720.0,709973.3333333333,90906.66666666666,295813.3333333333,839643329.3333333,744738425.6666666,0.0,72362.66666666667,3.687333335479103,0.0,0.0,3.1706666660805567,1.0,all containers
46,1695115801,1.0,4014.666666666667,503052.0,41367.33333333333,0.0,3791.3333333333335,37576.0,18959592263.333336,10350860314.333332,4.0,5537792.0,32.935666667918355,0.0,0.0,10.436666667461388,1.0,all containers
47,1695115804,1.0,4279.666666666667,341955.3333333334,0.0,0.0,0.0,0.0,20194799755.333336,10538572349.666668,4.333333333333333,5380778.666666666,34.5933333337307,0.0,0.0,11.011666667958103,1.0,all containers
48,1695115807,1.0,4373.666666666667,566221.3333333334,0.0,0.0,0.0,0.0,21981620872.0,12779663714.333332,4.0,5023061.333333333,34.761000001182154,0.0,0.0,10.661666666467987,1.0,all containers
49,1695115810,1.0,4284.333333333333,420791.3333333334,0.0,0.0,0.0,0.0,21692348819.666668,10486786486.0,4.333333333333334,1365.3333333333333,34.23700000097354,0.0,0.0,10.6963333338499,1.0,all containers
50,1695115813,1.0,4283.666666666667,309247.0,0.0,0.0,0.0,0.0,21525728798.333336,11358376513.666668,2.666666666666667,176128.0,33.77300000066559,0.0,0.0,10.361666666964702,1.0,all containers
51,1695115816,1.0,4294.666666666666,400545.6666666666,0.0,0.0,0.0,0.0,22195672493.333332,12016566374.0,0.3333333333333333,131072.0,34.58066666871309,0.0,0.0,10.791333335141353,1.0,all containers
52,1695115819,1.0,4348.333333333334,521882.3333333334,0.0,0.0,0.0,0.0,21489485866.333332,11318298915.666666,0.0,46421.333333333336,34.46633333340287,0.0,0.0,10.65899999936422,1.0,all containers
53,1695115822,1.0,4345.666666666667,524850.6666666666,0.0,0.0,0.0,0.0,21756833010.333332,10498989428.666668,0.3333333333333333,2730.6666666666665,34.88100000098348,0.0,0.0,10.808333334823452,1.0,all containers
54,1695115825,1.0,4258.0,350936.0,0.0,0.0,0.0,0.0,21268313612.0,12878590478.666668,14.0,0.0,33.549333333969116,0.0,0.0,10.47366666669648,1.0,all containers
55,1695115828,1.0,4312.0,501291.0,0.0,0.0,0.0,0.0,21156824187.666668,10295124876.0,0.3333333333333333,46421.333333333336,35.69200000166893,0.0,0.0,11.225333333015442,1.0,all containers
56,1695115831,1.0,884.0,795374.3333333334,299148.6666666666,0.0,4009.0,295139.6666666666,3073111802.666667,1576081701.6666665,0.6666666666666666,0.0,4.073666668186583,0.0,0.0,3.2666666681567875,1.0,all containers
57,1695115834,1.0,495.0,433989.3333333334,29952.0,0.0,1542.0,28410.0,468344456.3333333,206311100.6666667,0.0,0.0,1.458666667342186,0.0,0.0,2.166999999433756,1.0,all containers
58,1695115837,1.0,538.6666666666666,485971.3333333334,0.0,0.0,0.0,0.0,473460704.6666667,183060386.0,0.3333333333333333,25941.333333333332,0.5776666676004716,0.0,0.0,1.2417658012964239e-09,1.0,all containers
59,1695115840,1.0,516.3333333333334,399289.3333333334,0.0,0.0,0.0,0.0,370300988.3333334,185794813.6666667,0.0,274432.0,0.40000000099341193,0.0,0.0,0.0,1.0,all containers
60,1695115843,1.0,613.3333333333334,1006470.6666666666,333870.0,737280.0,55296.0,278568.0,1071253207.0,601297551.6666667,0.0,318122.6666666666,4.712666666756071,0.0,0.0,3.0646666673322542,1.0,all containers
61,1695115846,1.0,7101.333333333334,1133957.3333333335,34413.333333333336,737280.0,19573.333333333332,14846.666666666668,22154528354.333336,14727113992.333332,7.0,11184810.666666666,37.32600000252326,0.0,0.0,10.636666665474579,1.0,all containers
62,1695115849,1.0,8059.333333333333,648812.6666666666,0.0,0.0,0.0,0.0,24573742999.333336,15269310694.0,8.666666666666666,16019456.0,41.56666666766007,0.0,0.0,10.735000001887485,1.0,all containers
63,1695115852,1.0,8057.333333333334,441877.0,0.0,0.0,0.0,0.0,25975847382.333336,16188215736.333332,8.0,11311786.666666666,41.003666666646794,0.0,0.0,10.783333333830043,1.0,all containers
64,1695115855,1.0,8022.333333333333,441261.3333333334,0.0,0.0,0.0,0.0,24913759956.333336,16297900415.0,8.0,4096.0,40.394333335260555,0.0,0.0,10.44533333430688,1.0,all containers
65,1695115858,1.0,8080.333333333333,507213.0,0.0,0.0,0.0,0.0,24330454128.0,15207558651.666668,8.0,0.0,41.840333333859846,0.0,0.0,11.08833333353202,1.0,all containers
66,1695115861,1.0,8066.999999999999,422678.3333333334,0.0,0.0,0.0,0.0,26416893006.333336,16259412850.666668,8.666666666666668,843776.0,40.465333333859846,0.0,0.0,10.388666667044163,1.0,all containers
67,1695115864,1.0,8023.666666666667,353618.3333333334,0.0,0.0,0.0,0.0,23976477307.333332,16147733786.333332,4.333333333333334,13653.333333333334,41.00433333466451,0.0,0.0,10.953333333134651,1.0,all containers
68,1695115867,1.0,8073.0,459732.3333333334,0.0,0.0,0.0,0.0,25657061943.0,15441640498.666666,0.0,144725.33333333334,40.68233333403866,0.0,0.0,10.579666666686535,1.0,all containers
69,1695115870,1.0,8041.666666666667,533238.6666666667,0.0,0.0,0.0,0.0,25569559458.666664,16025099418.333332,0.0,0.0,41.235000001887485,0.0,0.0,10.703666667143509,1.0,all containers
70,1695115873,1.0,8061.333333333334,434584.3333333334,0.0,0.0,0.0,0.0,23918668901.0,16355944980.333334,0.6666666666666666,124245.33333333333,40.414666666338846,0.0,0.0,10.508333334078394,1.0,all containers
71,1695115876,1.0,1762.6666666666667,498984.3333333334,262026.6666666667,0.0,35260.0,226766.6666666667,5862990805.666666,3655806758.666667,0.3333333333333333,559786.6666666666,6.743666668732963,0.0,0.0,0.17500000074505806,1.0,all containers
72,1695115879,1.0,492.0,477640.6666666667,14839.0,0.0,14839.0,0.0,668173057.6666667,401119528.3333334,0.3333333333333333,2730.6666666666665,1.3680000007152557,0.0,0.0,1.4263333342969418,1.0,all containers
73,1695115882,1.0,516.3333333333334,304301.3333333334,0.0,0.0,0.0,0.0,446159259.0,179419450.33333334,0.0,40960.0,0.31200000147025264,0.0,0.0,0.0,1.0,all containers
74,1695115885,1.0,535.3333333333333,389649.3333333333,0.0,0.0,0.0,0.0,419713521.6666667,138550312.3333333,0.0,60074.666666666664,0.6593333333730698,0.0,0.0,0.803000000615917,1.0,all containers
75,1695115888,1.0,588.0,671380.0,341316.0,651264.0,50502.0,290807.6666666666,830066121.0,367762212.0,0.6666666666666666,92842.66666666667,3.226333335042,0.0,0.0,2.6989999997119156,1.0,all containers
76,1695115891,1.0,11206.0,1154593.6666666667,38689.0,70997.33333333333,3297.0,35392.0,23721035943.666668,16771386649.666668,11.666666666666666,20336640.0,44.1176666667064,0.0,0.0,10.296000001331173,1.0,all containers
77,1695115894,1.0,14555.666666666666,812178.3333333334,19460.0,0.0,0.0,19460.0,29614994268.666664,24923944261.333332,15.333333333333334,20332544.0,52.41600000113249,0.0,0.0,10.863333333283663,1.0,all containers
78,1695115897,1.0,14615.666666666666,843118.3333333333,0.0,0.0,0.0,0.0,32062710369.333336,22319066092.666668,15.0,20424021.333333336,52.278000002106026,0.0,0.0,10.582666666557394,1.0,all containers
79,1695115900,1.0,14606.666666666666,1018755.6666666667,0.0,0.0,0.0,0.0,30858363199.666668,24732041832.0,15.333333333333334,20400810.666666668,52.73433333386977,0.0,0.0,10.65533333520095,1.0,all containers
80,1695115903,1.0,14634.666666666668,967709.0,0.0,0.0,0.0,0.0,30735200178.666664,22874673915.333332,9.666666666666666,20549632.0,52.58200000226498,0.0,0.0,10.717333332945906,1.0,all containers
81,1695115906,1.0,14565.333333333332,798500.3333333333,0.0,0.0,0.0,0.0,32160996153.0,24082877890.0,0.0,5461.333333333333,53.095000000049666,0.0,0.0,10.947000000625849,1.0,all containers
82,1695115909,1.0,14595.333333333332,971226.3333333333,0.0,0.0,0.0,0.0,29726393484.333336,23389012701.666664,0.0,57344.0,52.71166666721304,0.0,0.0,10.51799999922514,1.0,all containers
83,1695115912,1.0,14587.0,775229.3333333333,0.0,0.0,0.0,0.0,32159418512.666668,23970456952.666668,0.3333333333333333,141994.6666666667,52.77233333388965,0.0,0.0,10.827666667600475,1.0,all containers
84,1695115915,1.0,14548.666666666666,834146.0,0.0,0.0,0.0,0.0,30851967305.333336,22833988008.666664,0.0,143360.0,51.75666666775942,0.0,0.0,10.318666667987905,1.0,all containers
85,1695115918,1.0,14571.0,901680.0,0.0,0.0,0.0,0.0,30258549434.666664,24387948552.0,0.3333333333333333,38229.333333333336,53.35200000181794,0.0,0.0,11.111333334197603,1.0,all containers
86,1695115921,1.0,4287.333333333334,830232.0,311045.0,315392.0,120036.0,191016.0,10814917354.333332,6188846804.0,0.0,0.0,17.02133333310485,0.0,0.0,4.685666665434837,1.0,all containers
87,1695115924,1.0,510.0,405720.6666666666,15853.333333333332,300373.3333333333,0.0,15853.333333333332,391794249.6666666,293587751.6666667,0.0,0.0,0.6860000019272157,0.0,0.0,0.14666666835546494,1.0,all containers
88,1695115927,1.0,522.3333333333334,375910.3333333334,0.0,0.0,0.0,0.0,235108893.6666667,260739638.3333333,0.3333333333333333,342698.6666666667,0.06666666766007623,0.0,0.0,0.0,1.0,all containers
89,1695115930,1.0,531.0,429961.6666666666,0.0,0.0,0.0,0.0,268391539.0,332287585.0,0.0,54613.333333333336,1.0063333337505647,0.0,0.0,0.2980000004172325,1.0,all containers
90,1695115933,1.0,515.6666666666667,560710.6666666667,275873.3333333333,1196032.0,70353.33333333333,205520.0,329464673.3333334,378467699.6666666,0.0,58709.333333333336,2.378333335121475,0.0,0.0,2.3143333345651627,1.0,all containers
91,1695115936,1.0,15872.666666666666,1589537.6666666665,129629687.0,4560213.333333333,51797680.333333336,77832006.66666667,23181641207.666668,22105008226.0,17.333333333333332,32773461.333333332,45.56933333476384,0.0,0.0,10.793000000218562,1.0,all containers
92,1695115939,1.0,23046.666666666668,1884599.0,0.0,0.0,0.0,0.0,31703324498.666668,30293935192.666664,23.666666666666668,31936512.0,56.418333334227384,0.0,0.0,10.31333333378037,1.0,all containers
93,1695115942,1.0,23004.999999999996,1603451.3333333333,0.0,0.0,0.0,0.0,32839748325.0,31043342295.333332,24.0,32000682.666666668,58.0183333357175,0.0,0.0,11.364999999602638,1.0,all containers
94,1695115945,1.0,22955.333333333332,1290953.6666666665,0.0,0.0,0.0,0.0,30747088045.333336,29616839138.666664,15.666666666666666,102400.0,55.825000000496686,0.0,0.0,10.374666667232923,1.0,all containers
95,1695115948,1.0,23003.666666666668,1346767.0,0.0,0.0,0.0,0.0,32848199957.666668,31125596086.0,0.0,518826.6666666666,57.444333334763826,0.0,0.0,11.13533333440622,1.0,all containers
96,1695115951,1.0,23010.333333333332,1529563.3333333335,0.0,0.0,0.0,0.0,31675233965.0,30003639491.999996,0.3333333333333333,4096.0,57.14400000000995,0.0,0.0,10.848333333929382,1.0,all containers
97,1695115954,1.0,22959.333333333336,1372373.0,21039.333333333336,30037.333333333332,8404.0,12628.0,31414882785.333332,30574718495.333332,0.0,0.0,56.91866666699451,0.0,0.0,10.952999999125801,1.0,all containers
98,1695115957,1.0,22994.666666666668,1262821.0,0.0,0.0,0.0,0.0,32880225158.333332,30746452620.666668,102.0,1365.3333333333333,56.71466666832566,0.0,0.0,10.783333333830043,1.0,all containers
99,1695115960,1.0,22997.666666666668,1329884.6666666667,0.0,0.0,0.0,0.0,30907406633.666664,29742163266.0,0.0,0.0,57.36833333348234,0.0,0.0,10.675666667521,1.0,all containers
100,1695115963,1.0,23040.0,1444629.6666666667,0.0,0.0,0.0,0.0,32633037484.0,31716866069.666664,0.3333333333333333,137898.6666666667,56.521666668355465,0.0,0.0,10.576000000039741,1.0,all containers
101,1695115966,1.0,8170.0,941269.0,269869.6666666667,1365.3333333333333,91417.33333333333,178458.33333333334,13272842282.5,11475770015.666668,0.0,0.0,26.273000000665576,0.0,0.0,4.2053333347042425,1.0,all containers
102,1695115969,1.0,521.3333333333333,499303.0,23610.0,0.0,0.0,23604.0,465027520.0,342969721.3333334,0.3333333333333333,492885.3333333333,1.3620000022153036,0.0,0.0,2.256333333750568,1.0,all containers
103,1695115972,1.0,519.3333333333334,359127.0,0.0,0.0,0.0,0.0,385117913.6666667,148410301.66666666,0.0,20480.0,0.9839999998609237,0.0,0.0,0.2876666660110203,1.0,all containers
104,1695115975,1.0,510.33333333333337,272757.6666666667,0.0,0.0,0.0,0.0,366850139.3333334,166138478.0,0.0,0.0,0.6160000016291924,0.0,0.0,0.03700000047683716,1.0,all containers
105,1695115978,1.0,517.0,403630.3333333334,147726.0,613034.6666666667,20743.333333333336,126986.0,447286451.3333334,267009924.3333333,0.3333333333333333,499712.0,1.4676666681965216,0.0,0.0,0.6863333346943108,1.0,all containers
106,1695115981,1.0,353.3333333333333,1033657.6666666667,217716.0,746837.3333333334,4438.666666666666,213274.0,2337596151.0,950651632.0,0.0,12288.0,47.26400000105302,0.0,0.0,11.00333333387971,1.0,all containers
107,1695115984,1.0,28672.666666666668,1627636.0,0.0,0.0,0.0,0.0,32525230183.0,35189563748.66667,31.333333333333332,509269.3333333333,59.72266666715343,0.0,0.0,11.66599999989073,1.0,all containers
108,1695115987,1.0,28609.666666666668,1689222.6666666667,0.0,0.0,0.0,0.0,31418320728.666668,36101616255.0,32.0,5461.333333333333,56.321333335091666,0.0,0.0,9.830666667471334,1.0,all containers
109,1695115990,1.0,28581.666666666668,1635746.0,0.0,0.0,0.0,0.0,31769232966.666664,35805741370.33333,26.0,135168.0,59.91166666646798,0.0,0.0,11.676000000288091,1.0,all containers
110,1695115993,1.0,28509.333333333332,1827849.3333333333,0.0,0.0,0.0,0.0,32433732593.0,35396826418.0,1.0,49152.0,57.972666668395206,0.0,0.0,10.796333334098264,1.0,all containers
111,1695115996,1.0,28644.333333333332,1593623.6666666667,0.0,0.0,0.0,0.0,30990163573.666668,36117439883.333336,0.0,1365.3333333333333,59.21199999998014,0.0,0.0,11.226666666567326,1.0,all containers
112,1695115999,1.0,28637.666666666668,1694757.3333333335,0.0,0.0,0.0,0.0,32411308090.666668,35394898561.666664,0.3333333333333333,1650688.0,57.63500000163913,0.0,0.0,10.375000001241766,1.0,all containers
113,1695116002,1.0,28550.666666666664,1705158.6666666667,0.0,0.0,0.0,0.0,31502804651.333332,36336940309.666664,124.0,0.0,59.93066666771968,0.0,0.0,11.75899999961257,1.0,all containers
114,1695116005,1.0,28606.0,1604184.6666666665,0.0,0.0,0.0,0.0,31693084643.333332,35154459482.33333,0.6666666666666666,352256.0,57.247999999672174,0.0,0.0,10.195999999841057,1.0,all containers
115,1695116008,1.0,28488.0,1652105.0,0.0,0.0,0.0,0.0,32519453566.666664,36051413614.333336,0.0,39594.666666666664,60.00400000313918,0.0,0.0,11.743666668732963,1.0,all containers
116,1695116011,1.0,10854.333333333334,1202399.3333333333,262320.0,327680.0,87533.33333333334,174786.6666666667,16486218873.666668,17041647038.0,0.0,0.0,33.13433333362143,0.0,0.0,5.869000000258289,1.0,all containers
117,1695116014,1.0,538.6666666666666,575230.0,31400.666666666668,311296.0,12546.333333333334,18854.333333333336,453777760.3333334,254206689.66666666,0.0,0.0,1.014666667828962,0.0,0.0,0.0,1.0,all containers
118,1695116017,1.0,530.0,419730.0,0.0,0.0,0.0,0.0,284861050.6666667,192908137.0,0.0,443733.3333333334,0.433333333581686,0.0,0.0,0.0,1.0,all containers
119,1695116020,1.0,504.3333333333333,246731.66666666666,0.0,0.0,0.0,0.0,303844711.6666666,135855301.0,0.6666666666666666,65536.0,0.8213333350916656,0.0,0.0,1.1176666679481713,1.0,all containers
120,1695116023,1.0,540.3333333333333,766478.3333333333,67076.33333333334,129706.66666666667,4794.333333333334,62282.0,513916759.6666667,335274721.6666666,0.3333333333333333,98304.0,1.698000001410641,0.0,0.0,1.2993333327273575,1.0,all containers
121,1695116026,1.0,342.6666666666667,1006147.6666666667,283391.3333333334,544768.0,36277.33333333333,247114.0,2801316631.6666665,779593113.3333334,0.0,5461.333333333333,42.1006666670243,0.0,0.0,11.51966666678588,1.0,all containers
122,1695116029,1.0,28505.0,1980924.6666666665,0.0,0.0,0.0,0.0,32283161707.0,34804731410.666664,31.666666666666664,1654784.0,57.19833333417773,0.0,0.0,10.101333335042,1.0,all containers
123,1695116032,1.0,28511.0,1702826.0,0.0,0.0,0.0,0.0,31499381522.333332,36076068421.333336,31.333333333333332,2730.6666666666665,59.05366666739185,0.0,0.0,11.290333333114788,1.0,all containers
124,1695116035,1.0,28549.0,1572422.0,0.0,0.0,0.0,0.0,31837702236.666668,35763339675.666664,32.333333333333336,62805.33333333333,58.44500000153978,0.0,0.0,10.803333334624767,1.0,all containers
125,1695116038,1.0,28643.0,1596961.9999999998,0.0,0.0,0.0,0.0,32391631594.0,35628746291.99999,22.333333333333332,5461.333333333333,59.210333333661154,0.0,0.0,11.179333332926035,1.0,all containers
126,1695116041,1.0,28467.000000000004,1740493.0,0.0,0.0,0.0,0.0,31233038569.0,36108080570.33333,0.0,535210.6666666666,57.83966666832566,0.0,0.0,10.5796666679283,1.0,all containers
127,1695116044,1.0,28543.333333333332,1606487.6666666665,0.0,0.0,0.0,0.0,32222264286.333336,35229412332.333336,0.3333333333333333,9557.333333333334,59.85333333412807,0.0,0.0,11.635999999940395,1.0,all containers
128,1695116047,1.0,28545.0,1858779.6666666665,0.0,0.0,0.0,0.0,31463309695.666664,36521876052.0,0.3333333333333333,662186.6666666666,57.54900000120203,0.0,0.0,10.428333334624767,1.0,all containers
129,1695116050,1.0,28602.333333333332,1454206.6666666665,0.0,0.0,0.0,0.0,31608828992.0,35254720675.333336,128.0,99669.33333333334,59.987333334982395,0.0,0.0,11.611333332955837,1.0,all containers
130,1695116053,1.0,28566.333333333332,1641820.0,0.0,0.0,0.0,0.0,32572890563.333336,36332134514.666664,0.3333333333333333,0.0,57.44633333384991,0.0,0.0,10.120999999344349,1.0,all containers
